customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0859,Male,0,Yes,Yes,21,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,46.68,1055.4,No
CUST-0860,Female,1,No,No,23,Yes,No phone service,No,Yes,No internet service,Month-to-month,No,Electronic check,114.92,2891.91,Yes
CUST-0861,Male,0,No,Yes,64,Yes,No phone service,No,No internet service,No internet service,Two year,Yes,Credit card,78.87,4971.53,No
CUST-0862,Female,0,Yes,No,67,Yes,No phone service,No,No internet service,Yes,Two year,Yes,Credit card,57.94,4141.92,No
CUST-0863,Female,0,No,No,40,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,82.5,3005.21,Yes
CUST-0864,Female,0,No,No,10,Yes,No,DSL,No internet service,Yes,Two year,No,Electronic check,57.54,615.4,Yes
CUST-0865,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,Two year,No,Bank transfer,99.78,5322.95,Yes
CUST-0866,Male,0,No,No,61,Yes,No phone service,No,Yes,No internet service,Month-to-month,Yes,Credit card,74.78,4551.28,No
CUST-0867,Female,1,No,No,64,Yes,No phone service,DSL,No,No,Month-to-month,No,Mailed check,22.2,1531.61,No
CUST-0868,Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No internet service,Month-to-month,Yes,Bank transfer,35.68,190.72,Yes
CUST-0869,Female,0,No,No,53,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,104.5,5313.58,Yes
CUST-0870,Male,1,No,No,55,Yes,Yes,Fiber optic,No internet service,Yes,Month-to-month,No,Electronic check,74.29,4324.15,No
CUST-0871,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No internet service,Two year,No,Credit card,113.03,3847.12,No
CUST-0872,Female,1,Yes,No,56,Yes,Yes,No,No internet service,No internet service,One year,No,Bank transfer,25.24,1504.68,No
CUST-0873,Male,0,No,No,59,No,Yes,Fiber optic,Yes,No internet service,One year,No,Bank transfer,47.53,2902.67,No
CUST-0874,Female,0,No,No,69,Yes,No,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,37.35,2364.72,No
CUST-0875,Male,1,Yes,No,59,Yes,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Electronic check,73.38,4487.95,Yes
CUST-0876,Female,0,Yes,No,2,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,56.28,114.37,No
CUST-0877,Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,33.73,2233.91,No
CUST-0878,Male,0,No,No,60,No,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,82.28,4730.31,No
CUST-0879,Male,0,Yes,Yes,51,No,No phone service,No,No,Yes,Month-to-month,Yes,Bank transfer,71.63,3482.53,Yes
CUST-0880,Male,0,No,No,30,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Bank transfer,45.47,1435.72,No
CUST-0881,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Credit card,65.98,690.48,No
CUST-0882,Male,1,Yes,Yes,39,Yes,No,No,No internet service,Yes,Two year,No,Credit card,92.57,3571.43,No
CUST-0883,Female,0,No,Yes,63,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Mailed check,38.53,2521.96,Yes
CUST-0884,Female,0,No,Yes,64,Yes,No,No,Yes,No internet service,One year,No,Electronic check,47.29,2772.1,No
CUST-0885,Male,0,No,No,61,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Electronic check,52.61,3269.9,No
CUST-0886,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,92.67,5093.63,No
CUST-0887,Female,0,Yes,No,58,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,102.69,6175.47,Yes
CUST-0888,Female,1,Yes,No,56,No,No,Fiber optic,Yes,No,Two year,No,Mailed check,55.64,3034.78,No
CUST-0889,Male,0,No,No,34,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,No,Bank transfer,47.66,1603.9,No
CUST-0890,Male,0,No,No,31,Yes,No phone service,Fiber optic,Yes,No internet service,One year,Yes,Bank transfer,106.94,3202.4,Yes
CUST-0891,Male,0,Yes,No,52,Yes,No phone service,Fiber optic,No,No internet service,Month-to-month,No,Electronic check,117.94,6510.87,Yes
CUST-0892,Male,0,No,No,1,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,85.04,78.76,Yes
CUST-0893,Male,0,Yes,No,55,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,117.0,7030.82,Yes
CUST-0894,Female,0,No,Yes,22,Yes,No phone service,DSL,No,Yes,Month-to-month,No,Credit card,84.0,1897.84,Yes
CUST-0895,Female,0,No,No,40,No,Yes,No,No,Yes,Month-to-month,No,Credit card,91.35,3936.75,Yes
CUST-0896,Female,0,Yes,No,1,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.87,56.03,Yes
CUST-0897,Female,0,Yes,Yes,65,Yes,No,No,No internet service,Yes,One year,Yes,Credit card,61.3,3850.84,No
CUST-0898,Male,0,Yes,No,63,Yes,Yes,No,Yes,No,One year,Yes,Credit card,32.41,2205.47,No
CUST-0899,Male,0,Yes,Yes,54,No,No phone service,DSL,No,No internet service,Month-to-month,Yes,Bank transfer,100.28,4980.69,Yes
CUST-0900,Male,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card,111.11,4309.26,Yes
CUST-0901,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,80.34,1619.43,Yes
CUST-0902,Female,0,No,Yes,22,Yes,No,No,No,No,Month-to-month,No,Bank transfer,52.36,1257.84,Yes
CUST-0903,Male,0,Yes,No,38,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,33.4,1302.98,No
CUST-0904,Male,0,Yes,No,8,Yes,No phone service,DSL,No,Yes,One year,No,Electronic check,44.52,360.02,Yes
CUST-0905,Female,0,No,Yes,62,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,43.54,2810.35,No
CUST-0906,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Two year,No,Credit card,79.35,3667.9,No
CUST-0907,Male,0,Yes,Yes,17,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,112.5,2011.21,Yes
CUST-0908,Male,0,Yes,No,17,Yes,No phone service,No,No,No internet service,Month-to-month,Yes,Mailed check,22.83,379.82,No
CUST-0909,Female,1,Yes,No,13,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,18.1,250.66,No
CUST-0910,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Electronic check,78.02,1264.61,No
CUST-0911,Male,0,No,Yes,38,Yes,No phone service,DSL,No,No internet service,One year,Yes,Bank transfer,46.41,1685.12,No
CUST-0912,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,No,No,One year,Yes,Mailed check,106.05,4793.61,No
CUST-0913,Female,0,Yes,No,6,Yes,No,No,Yes,No,Two year,Yes,Mailed check,50.73,300.17,No
CUST-0914,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,Yes,Two year,No,Bank transfer,46.97,1692.65,No
CUST-0915,Female,1,No,No,14,Yes,No,DSL,No,No internet service,One year,Yes,Bank transfer,44.95,612.22,No
CUST-0916,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No internet service,Month-to-month,No,Mailed check,32.49,1875.09,Yes
CUST-0917,Female,0,No,No,15,Yes,No,DSL,No internet service,Yes,Two year,No,Electronic check,76.15,1135.35,No
CUST-0918,Female,0,No,No,54,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Credit card,34.82,1903.2,No
CUST-0919,Female,1,Yes,No,27,Yes,No phone service,No,No,Yes,One year,Yes,Electronic check,60.46,1515.73,No
CUST-0920,Male,0,Yes,No,13,No,Yes,No,No,No,One year,No,Bank transfer,64.1,842.75,No
CUST-0921,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,One year,Yes,Mailed check,20.05,599.08,No
CUST-0922,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,19.68,673.98,No
CUST-0923,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Credit card,70.02,4015.77,No
CUST-0924,Male,1,No,No,6,No,Yes,Fiber optic,No internet service,Yes,Two year,Yes,Mailed check,87.6,570.95,No
CUST-0925,Male,1,No,No,69,Yes,No,DSL,No,No internet service,Month-to-month,Yes,Credit card,112.21,8026.39,No
CUST-0926,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.91,1983.83,Yes
CUST-0927,Female,1,Yes,No,49,Yes,No phone service,DSL,No internet service,No,One year,No,Electronic check,28.33,1428.44,No
CUST-0928,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,Yes,Two year,No,Mailed check,23.21,571.05,No
CUST-0929,Male,1,No,No,34,Yes,No phone service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,61.6,2053.19,No
CUST-0930,Male,0,No,No,26,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,80.31,2225.85,Yes
CUST-0931,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,102.06,4465.28,Yes
CUST-0932,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,86.26,459.14,No
CUST-0933,Male,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Two year,No,Mailed check,38.84,783.06,No
CUST-0934,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,No internet service,One year,Yes,Electronic check,64.18,363.74,No
CUST-0935,Male,0,No,Yes,70,Yes,No,No,No,Yes,One year,Yes,Mailed check,109.03,7490.36,No
CUST-0936,Female,0,No,No,59,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,50.67,3281.3,No
CUST-0937,Male,0,Yes,No,64,Yes,No phone service,Fiber optic,No,Yes,One year,Yes,Electronic check,67.87,4590.02,No
CUST-0938,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,113.86,2080.26,Yes
CUST-0939,Female,0,Yes,Yes,4,Yes,No phone service,No,No,No internet service,Month-to-month,No,Bank transfer,91.47,337.72,No
CUST-0940,Female,1,Yes,Yes,17,No,No,No,No internet service,No,Month-to-month,No,Bank transfer,92.77,1551.17,Yes
CUST-0941,Male,0,No,No,14,Yes,No phone service,DSL,No internet service,Yes,Month-to-month,No,Electronic check,43.23,576.54,Yes
CUST-0942,Female,0,No,Yes,13,Yes,No,DSL,No,Yes,Month-to-month,Yes,Credit card,59.47,706.78,Yes
CUST-0943,Male,0,No,No,7,No,No phone service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,26.23,185.16,Yes
CUST-0944,Male,1,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,78.65,3729.96,Yes
CUST-0945,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,28.37,440.5,No
CUST-0946,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,One year,Yes,Electronic check,101.59,1833.58,No
CUST-0947,Female,0,Yes,No,63,Yes,No phone service,DSL,No,No,Month-to-month,Yes,Electronic check,99.46,6358.2,No
CUST-0948,Female,1,Yes,No,35,Yes,No,Fiber optic,No,No,Two year,No,Electronic check,71.36,2719.0,No
CUST-0949,Male,0,Yes,No,35,Yes,No,Fiber optic,No internet service,Yes,Month-to-month,Yes,Bank transfer,32.12,1174.32,Yes
CUST-0950,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,20.56,405.44,No
CUST-0951,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,Mailed check,97.67,2136.3,No
CUST-0952,Male,1,No,No,35,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,78.01,2893.56,Yes
CUST-0953,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Credit card,89.09,2643.69,No
CUST-0954,Male,0,No,No,48,Yes,Yes,DSL,No internet service,Yes,Month-to-month,No,Mailed check,48.38,2251.47,No
CUST-0955,Male,1,No,No,44,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Electronic check,68.95,3316.03,Yes
CUST-0956,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,92.72,2220.7,No
CUST-0957,Male,0,Yes,No,61,Yes,No phone service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.26,3615.39,No
CUST-0958,Female,0,Yes,Yes,17,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,78.14,1317.38,Yes
CUST-0959,Male,0,No,No,71,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,96.97,7156.12,No
CUST-0960,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No,No internet service,One year,Yes,Electronic check,39.52,2172.63,No
CUST-0961,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,One year,Yes,Credit card,24.59,1542.06,No
CUST-0962,Female,0,Yes,No,32,Yes,No,DSL,No internet service,No,Two year,No,Bank transfer,71.18,2284.18,No
CUST-0963,Male,0,Yes,No,36,No,Yes,Fiber optic,No internet service,No internet service,One year,Yes,Bank transfer,24.21,937.74,No
CUST-0964,Male,1,No,No,13,Yes,No phone service,DSL,No,No,One year,No,Credit card,94.66,1194.96,No
CUST-0965,Male,0,No,No,70,Yes,No,No,No,Yes,One year,No,Bank transfer,89.92,5802.51,No
CUST-0966,Male,1,Yes,No,58,Yes,No phone service,No,Yes,No,Month-to-month,Yes,Mailed check,106.17,6710.76,Yes
CUST-0967,Female,0,No,No,14,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,81.96,1144.79,Yes
CUST-0968,Female,1,No,No,37,Yes,No phone service,DSL,No internet service,No internet service,Two year,Yes,Mailed check,24.72,915.15,No
CUST-0969,Male,0,No,No,68,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Credit card,43.32,3017.17,No
CUST-0970,Female,0,No,No,40,Yes,No phone service,No,No,No,Two year,No,Electronic check,98.79,3559.24,No
CUST-0971,Male,0,No,Yes,59,Yes,No,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,34.71,2224.47,Yes
CUST-0972,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No internet service,No,Two year,No,Credit card,87.85,1366.65,No
CUST-0973,Male,0,Yes,No,62,Yes,No phone service,No,No internet service,No internet service,Month-to-month,No,Credit card,96.03,5831.13,Yes
CUST-0974,Female,0,No,No,4,No,No,DSL,Yes,No,Month-to-month,No,Mailed check,51.01,190.74,No
CUST-0975,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,50.23,2205.27,No
CUST-0976,Female,0,Yes,No,28,Yes,No phone service,No,No,Yes,Month-to-month,No,Electronic check,73.78,2191.42,Yes
CUST-0977,Female,0,No,Yes,66,No,No,Fiber optic,No,No internet service,Month-to-month,Yes,Electronic check,104.13,7284.92,No
CUST-0978,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,40.39,1361.22,No
CUST-0979,Female,0,No,No,3,Yes,No phone service,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,112.13,329.88,No
CUST-0980,Female,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No,Month-to-month,No,Mailed check,77.91,649.3,Yes
CUST-0981,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Mailed check,117.21,2817.11,No
CUST-0982,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,One year,No,Credit card,26.96,428.99,No
CUST-0983,Male,0,No,No,43,Yes,Yes,DSL,No internet service,No,Month-to-month,No,Electronic check,30.66,1374.42,Yes
CUST-0984,Female,0,No,No,31,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,100.66,3038.02,No
CUST-0985,Female,0,No,No,45,Yes,No phone service,DSL,No,No internet service,One year,Yes,Bank transfer,104.48,4548.02,No
CUST-0986,Female,0,No,Yes,66,Yes,No phone service,DSL,No,Yes,Month-to-month,Yes,Bank transfer,62.55,3923.9,No
CUST-0987,Female,0,Yes,No,8,Yes,No,DSL,No internet service,No internet service,Month-to-month,No,Credit card,89.41,726.23,Yes
CUST-0988,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,Yes,Yes,One year,No,Electronic check,104.76,8127.97,No
CUST-0989,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No internet service,Two year,Yes,Bank transfer,22.31,1195.39,No
CUST-0990,Female,0,No,Yes,30,Yes,No phone service,No,No,No,Month-to-month,No,Bank transfer,75.4,2078.89,No
CUST-0991,Female,0,Yes,No,18,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,103.35,1718.69,Yes
CUST-0992,Female,0,No,No,69,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,57.82,4215.47,No
CUST-0993,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,One year,Yes,Bank transfer,48.24,1824.96,No
CUST-0994,Female,0,No,Yes,60,Yes,No phone service,DSL,Yes,No internet service,Month-to-month,No,Electronic check,97.57,5531.48,Yes
CUST-0995,Male,0,No,No,43,Yes,No phone service,DSL,Yes,No,Month-to-month,Yes,Bank transfer,51.58,2152.66,Yes
CUST-0996,Male,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,18.32,848.36,No
CUST-0997,Female,0,No,No,23,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,113.96,2645.61,No
CUST-0998,Female,0,No,Yes,69,Yes,No phone service,No,No internet service,Yes,One year,Yes,Electronic check,77.21,5587.03,Yes
CUST-0999,Male,1,No,No,6,Yes,No phone service,No,No internet service,Yes,One year,No,Bank transfer,99.95,580.4,No
